"subID","keyboard_condition","trial_type","trial_number","correct_num","response_num","response_rt","correct_space","correct_width","response_width","probe_width","adjustment_duration","stim_length","exp_version","number_deviation","width_deviation","number_deviation_ratio","width_deviation_ratio","actual_pooled_width","response_pooled_width","pooled_width_deviation","width_deviation_relative","absolute_width_deviation"
"p302","up_down_width","initial",14,4,4,0.464517599961255,0.9,0.4,0.3,0.2,1.10081179998815,3.1,"exp2",0,-0.1,0,0.75,1.6,1.2,-0.4,-0.25,0.1
"p302","up_down_width","initial",15,4,3,0.482679699955042,1.1,0.4,0.4,0.5,1.13493960001506,3.7,"exp2",-1,0,-0.25,1,1.6,1.2,-0.4,0,0
"p302","up_down_width","initial",16,3,3,0.466290300013497,1.1,0.4,0.4,0.35,0.87815830000909,2.6,"exp2",0,-5.55111512312578e-17,0,1,1.2,1.2,-2.22044604925031e-16,-1.38777878078145e-16,5.55111512312578e-17
"p302","up_down_width","match",17,4,4,0.434659600025043,0.733333333333333,0.25,0.3,0.5,1.43888889998198,2.45,"exp2",0,0.05,0,1.2,1,1.2,0.2,0.2,0.05
"p302","up_down_width","match",18,4,4,0.567823999968823,0.783333333333333,0.25,0.2,0.2,0.76731700001983,2.6,"exp2",0,-0.05,0,0.8,1,0.8,-0.2,-0.2,0.05
"p302","up_down_width","match",19,3,4,0.682011900003999,1.4,0.25,0.2,0.2,1.13371560000814,3.05,"exp2",1,-0.05,0.333333333333333,0.8,0.75,0.8,0.05,-0.2,0.05
"p302","up_down_width","initial",20,5,4,0.430018700018991,0.9,0.25,0.15,0.3,1.08443309995346,3.85,"exp2",-1,-0.1,-0.2,0.6,1.25,0.6,-0.65,-0.4,0.1
"p302","up_down_width","initial",21,4,4,0.599094400007743,0.7,0.25,0.2,0.25,1.19751249998808,2.35,"exp2",0,-0.05,0,0.8,1,0.8,-0.2,-0.2,0.05
"p302","up_down_width","match",22,3,3,0.439768099982757,1.8,0.55,0.5,0.4,0.868370099982712,4.15,"exp2",0,-0.05,0,0.909090909090909,1.65,1.5,-0.15,-0.090909090909091,0.05
"p302","up_down_width","match",23,4,4,0.464512900041882,0.6,0.4,0.25,0.2,1.03637320001144,2.2,"exp2",0,-0.15,0,0.625,1.6,1,-0.6,-0.375,0.15
"p302","up_down_width","match",24,3,3,0.426257900020573,1.8,0.25,0.15,0.4,1.49621599999955,3.85,"exp2",0,-0.0999999999999999,0,0.6,0.75,0.45,-0.3,-0.4,0.0999999999999999
"p302","up_down_width","match",25,5,5,0.693322699982673,0.675,0.4,0.3,0.2,0.968009200005326,3.1,"exp2",0,-0.1,0,0.75,2,1.5,-0.5,-0.25,0.1
"p302","up_down_width","match",26,3,3,0.463614300009795,1.475,0.25,0.2,0.5,2.66752349998569,3.2,"exp2",0,-0.0499999999999999,0,0.8,0.75,0.6,-0.15,-0.2,0.0499999999999999
"p302","up_down_width","match",27,3,3,0.467897800030187,2.2,0.55,0.35,0.45,0.992648100014776,4.95,"exp2",0,-0.2,0,0.636363636363636,1.65,1.05,-0.6,-0.363636363636364,0.2
"p302","up_down_width","initial",28,4,4,0.645962999959011,1.1,0.25,0.2,0.25,0.858292800025083,3.55,"exp2",0,-0.05,0,0.8,1,0.8,-0.2,-0.2,0.05
"p302","up_down_width","initial",29,5,5,0.635993000003509,1.1,0.4,0.35,0.25,0.912790899979882,4.8,"exp2",0,-0.05,0,0.875,2,1.75,-0.25,-0.125,0.05
"p302","up_down_width","initial",30,5,5,0.533204499981366,0.7,0.55,0.55,0.55,0.784359199984465,3.35,"exp2",0,0,0,1,2.75,2.75,0,0,0
"p302","up_down_width","initial",31,3,3,0.557625100016594,0.7,0.25,0.2,0.4,1.41347630001837,1.65,"exp2",0,-0.0499999999999999,0,0.8,0.75,0.6,-0.15,-0.2,0.0499999999999999
"p302","up_down_width","initial",32,5,4,0.559118600038346,0.7,0.25,0.2,0.45,1.62393089995021,3.05,"exp2",-1,-0.0499999999999999,-0.2,0.8,1.25,0.8,-0.45,-0.2,0.0499999999999999
"p302","up_down_width","match",33,5,4,0.589498899993487,0.525,0.4,0.45,0.45,0.660418399958871,2.5,"exp2",-1,0.05,-0.2,1.125,2,1.8,-0.2,0.125,0.05
"p302","up_down_width","match",34,4,3,0.923443600011524,0.733333333333333,0.55,0.4,0.2,1.20430959999794,2.75,"exp2",-1,-0.15,-0.25,0.727272727272727,2.2,1.2,-1,-0.272727272727273,0.15
"p302","up_down_width","initial",35,3,3,0.478275100002065,0.9,0.55,0.45,0.4,1.36891110002762,2.35,"exp2",0,-0.1,0,0.818181818181818,1.65,1.35,-0.3,-0.181818181818182,0.1
"p302","up_down_width","initial",36,3,3,0.48480269999709,1.1,0.55,0.5,0.55,1.04080990003422,2.75,"exp2",0,-0.05,0,0.909090909090909,1.65,1.5,-0.15,-0.090909090909091,0.05
"p302","up_down_width","initial",37,5,5,0.705044500005897,1.1,0.25,0.2,0.5,1.76365149999037,4.65,"exp2",0,-0.0499999999999999,0,0.8,1.25,1,-0.25,-0.2,0.0499999999999999
"p302","up_down_width","initial",38,5,5,0.59139720001258,0.9,0.4,0.4,0.2,1.25428919994738,4,"exp2",0,-5.55111512312578e-17,0,1,2,2,-2.22044604925031e-16,-1.38777878078145e-16,5.55111512312578e-17
"p302","up_down_width","initial",39,5,5,0.540311800024938,0.9,0.55,0.5,0.2,1.49290220002877,4.15,"exp2",0,-0.0500000000000001,0,0.909090909090909,2.75,2.5,-0.25,-0.0909090909090911,0.0500000000000001
"p302","up_down_width","initial",40,4,3,0.618447899993043,0.7,0.55,0.45,0.2,1.28002890001517,2.65,"exp2",-1,-0.1,-0.25,0.818181818181818,2.2,1.35,-0.85,-0.181818181818182,0.1
"p302","up_down_width","match",41,5,4,0.644903799984604,0.675,0.25,0.2,0.25,0.842262100020889,2.95,"exp2",-1,-0.05,-0.2,0.8,1.25,0.8,-0.45,-0.2,0.05
"p302","up_down_width","match",42,4,4,0.830128400004469,0.6,0.55,0.5,0.25,1.7413530999911,2.35,"exp2",0,-0.0500000000000001,0,0.909090909090909,2.2,2,-0.2,-0.0909090909090911,0.0500000000000001
"p302","up_down_width","match",43,5,5,0.699289600015618,0.8625,0.25,0.15,0.3,0.830165999999736,3.7,"exp2",0,-0.1,0,0.6,1.25,0.75,-0.5,-0.4,0.1
"p302","up_down_width","match",44,3,3,0.585606799984816,1.4,0.55,0.5,0.3,1.26525750005385,3.35,"exp2",0,-0.0500000000000001,0,0.909090909090909,1.65,1.5,-0.15,-0.0909090909090911,0.0500000000000001
"p302","up_down_width","match",45,5,4,0.529406999994535,0.525,0.25,0.2,0.25,0.763016099983361,2.35,"exp2",-1,-0.05,-0.2,0.8,1.25,0.8,-0.45,-0.2,0.05
"p302","up_down_width","match",46,4,4,0.662868399987929,0.6,0.25,0.2,0.55,1.72360820003087,2.05,"exp2",0,-0.0499999999999999,0,0.8,1,0.8,-0.2,-0.2,0.0499999999999999
"p302","up_down_width","match",47,5,4,0.678842400026042,0.675,0.55,0.5,0.45,1.4182981000049,3.25,"exp2",-1,-0.05,-0.2,0.909090909090909,2.75,2,-0.75,-0.090909090909091,0.05
"p302","up_down_width","match",48,5,4,0.81165319995489,0.825,0.25,0.25,0.35,1.33759459998691,3.55,"exp2",-1,0,-0.2,1,1.25,1,-0.25,0,0
"p302","up_down_width","match",49,3,3,0.497871000028681,2.2,0.4,0.35,0.3,1.2287617000402,4.8,"exp2",0,-0.05,0,0.875,1.2,1.05,-0.15,-0.125,0.05
"p302","up_down_width","initial",50,4,4,0.581030000001192,0.9,0.25,0.2,0.2,0.684208100021351,2.95,"exp2",0,-0.05,0,0.8,1,0.8,-0.2,-0.2,0.05
"p302","up_down_width","initial",51,3,3,0.554450499999803,0.9,0.4,0.3,0.2,0.996154099993873,2.2,"exp2",0,-0.1,0,0.75,1.2,0.9,-0.3,-0.25,0.1
"p302","up_down_width","initial",52,3,3,0.680186299956404,0.9,0.25,0.2,0.35,1.45329070003936,2.05,"exp2",0,-0.05,0,0.8,0.75,0.6,-0.15,-0.2,0.05
"p302","up_down_width","match",1,4,4,0.579319699958432,0.6,0.25,0.25,0.45,1.21143690001918,2.05,"exp2",0,5.55111512312578e-17,0,1,1,1,2.22044604925031e-16,2.22044604925031e-16,5.55111512312578e-17
"p302","up_down_width","match",2,5,4,0.638235200021882,0.825,0.55,0.55,0.5,0.834699900005944,3.85,"exp2",-1,0,-0.2,1,2.75,2.2,-0.55,0,0
"p302","up_down_width","initial",3,4,3,0.638782599999104,1.1,0.4,0.45,0.5,1.07493160001468,3.7,"exp2",-1,0.05,-0.25,1.125,1.6,1.35,-0.25,0.125,0.05
"p302","up_down_width","initial",4,5,4,0.511678799986839,0.9,0.55,0.45,0.35,0.87487770000007,4.15,"exp2",-1,-0.1,-0.2,0.818181818181818,2.75,1.8,-0.95,-0.181818181818182,0.1
"p302","up_down_width","match",5,5,4,0.474842100054957,0.675,0.55,0.6,0.2,1.55845060001593,3.25,"exp2",-1,0.0499999999999999,-0.2,1.09090909090909,2.75,2.4,-0.35,0.0909090909090908,0.0499999999999999
"p302","up_down_width","initial",6,5,5,0.670327000028919,0.7,0.4,0.45,0.25,1.01034979999531,3.2,"exp2",0,0.0499999999999999,0,1.125,2,2.25,0.25,0.125,0.0499999999999999
"p302","up_down_width","match",7,5,5,0.612100199970882,0.8625,0.25,0.2,0.25,0.811235899978783,3.7,"exp2",0,-0.05,0,0.8,1.25,1,-0.25,-0.2,0.05
"p302","up_down_width","initial",8,5,5,0.737577699997928,0.9,0.4,0.4,0.55,0.945577400038019,4,"exp2",0,0,0,1,2,2,0,0,0
"p302","up_down_width","match",9,4,4,0.71764719998464,0.466666666666667,0.4,0.2,0.25,0.719788499991409,1.8,"exp2",0,-0.2,0,0.5,1.6,0.8,-0.8,-0.5,0.2
"p302","up_down_width","match",10,5,4,0.735903499997221,0.675,0.4,0.25,0.25,0.68878709996352,3.1,"exp2",-1,-0.15,-0.2,0.625,2,1,-1,-0.375,0.15
"p302","up_down_width","initial",11,4,4,0.525667300040368,0.7,0.25,0.25,0.35,1.25704799999949,2.35,"exp2",0,0,0,1,1,1,0,0,0
"p302","up_down_width","initial",12,4,4,0.478181099984795,0.9,0.4,0.25,0.3,0.698837400006596,3.1,"exp2",0,-0.15,0,0.625,1.6,1,-0.6,-0.375,0.15
"p302","up_down_width","initial",13,3,3,0.944234800001141,0.9,0.25,0.25,0.5,2.42590609996114,2.05,"exp2",0,5.55111512312578e-17,0,1,0.75,0.75,2.22044604925031e-16,2.22044604925031e-16,5.55111512312578e-17
"p302","up_down_width","match",14,3,3,0.54291880002711,2.2,0.4,0.3,0.55,1.57771659997525,4.8,"exp2",0,-0.1,0,0.75,1.2,0.9,-0.3,-0.25,0.1
"p302","up_down_width","initial",15,3,3,0.609655599982943,0.7,0.4,0.35,0.25,1.14380920003168,1.8,"exp2",0,-0.05,0,0.875,1.2,1.05,-0.15,-0.125,0.05
"p302","up_down_width","match",16,3,3,0.603022800001781,1.8,0.4,0.4,0.2,0.993506500031799,4,"exp2",0,-5.55111512312578e-17,0,1,1.2,1.2,-2.22044604925031e-16,-1.38777878078145e-16,5.55111512312578e-17
"p302","up_down_width","match",17,3,3,0.555412899993826,2.2,0.25,0.15,0.45,1.71544249996077,4.65,"exp2",0,-0.0999999999999999,0,0.6,0.75,0.45,-0.3,-0.4,0.0999999999999999
"p302","up_down_width","initial",18,4,3,1.12548789998982,1.1,0.55,0.45,0.4,1.00076309998985,3.85,"exp2",-1,-0.1,-0.25,0.818181818181818,2.2,1.35,-0.85,-0.181818181818182,0.1
"p302","up_down_width","match",19,4,3,0.696149200026412,0.733333333333333,0.25,0.2,0.5,1.73903830000199,2.45,"exp2",-1,-0.0499999999999999,-0.25,0.8,1,0.6,-0.4,-0.2,0.0499999999999999
"p302","up_down_width","initial",20,3,3,0.478314100007992,0.7,0.25,0.15,0.35,1.30650629999582,1.65,"exp2",0,-0.1,0,0.6,0.75,0.45,-0.3,-0.4,0.1
"p302","up_down_width","initial",21,4,3,0.792965400032699,0.7,0.55,0.6,0.55,0.792828600038774,2.65,"exp2",-1,0.05,-0.25,1.09090909090909,2.2,1.8,-0.4,0.090909090909091,0.05
"p302","up_down_width","match",22,5,4,0.517996900016442,0.525,0.4,0.4,0.35,1.16759730002377,2.5,"exp2",-1,-5.55111512312578e-17,-0.2,1,2,1.6,-0.4,-1.38777878078145e-16,5.55111512312578e-17
"p302","up_down_width","match",23,5,4,0.499224299972411,0.525,0.25,0.25,0.3,0.766078700020444,2.35,"exp2",-1,0,-0.2,1,1.25,1,-0.25,0,0
"p302","up_down_width","match",24,4,4,0.4964274999802,0.733333333333333,0.55,0.5,0.45,0.698922900017351,2.75,"exp2",0,-0.05,0,0.909090909090909,2.2,2,-0.2,-0.090909090909091,0.05
"p302","up_down_width","initial",25,5,5,0.627650700043887,1.1,0.25,0.25,0.25,0.809583500027657,4.65,"exp2",0,0,0,1,1.25,1.25,0,0,0
"p302","up_down_width","initial",26,3,3,0.514159699960146,0.9,0.55,0.5,0.5,0.700809700007085,2.35,"exp2",0,-0.05,0,0.909090909090909,1.65,1.5,-0.15,-0.090909090909091,0.05
"p302","up_down_width","initial",27,5,4,0.449691299989354,0.7,0.55,0.5,0.3,1.08663080004044,3.35,"exp2",-1,-0.0500000000000001,-0.2,0.909090909090909,2.75,2,-0.75,-0.0909090909090911,0.0500000000000001
"p302","up_down_width","initial",28,5,5,0.635656200058293,1.1,0.55,0.45,0.2,1.23415290005505,4.95,"exp2",0,-0.1,0,0.818181818181818,2.75,2.25,-0.5,-0.181818181818182,0.1
"p302","up_down_width","initial",29,5,5,0.637172199960332,1.1,0.4,0.45,0.3,0.930285099952016,4.8,"exp2",0,0.0499999999999999,0,1.125,2,2.25,0.25,0.125,0.0499999999999999
"p302","up_down_width","match",30,5,4,0.73469249997288,0.825,0.25,0.3,0.45,1.88754339999286,3.55,"exp2",-1,0.05,-0.2,1.2,1.25,1.2,-0.0499999999999998,0.2,0.05
"p302","up_down_width","initial",31,3,3,0.976797700044699,1.1,0.4,0.35,0.25,1.01745169999776,2.6,"exp2",0,-0.05,0,0.875,1.2,1.05,-0.15,-0.125,0.05
"p302","up_down_width","initial",32,5,4,0.553622799983714,0.7,0.25,0.25,0.45,1.68262209999375,3.05,"exp2",-1,5.55111512312578e-17,-0.2,1,1.25,1,-0.25,2.22044604925031e-16,5.55111512312578e-17
"p302","up_down_width","match",33,4,3,0.689604000013787,0.6,0.4,0.35,0.3,1.01220230001491,2.2,"exp2",-1,-0.05,-0.25,0.875,1.6,1.05,-0.55,-0.125,0.05
"p302","up_down_width","match",34,3,3,0.661019399994984,1.475,0.25,0.2,0.5,1.70623320003506,3.2,"exp2",0,-0.0499999999999999,0,0.8,0.75,0.6,-0.15,-0.2,0.0499999999999999
"p302","up_down_width","initial",35,4,4,0.655029100016691,0.9,0.25,0.2,0.2,0.642936300020665,2.95,"exp2",0,-0.05,0,0.8,1,0.8,-0.2,-0.2,0.05
"p302","up_down_width","initial",36,3,3,0.645552800036967,0.9,0.4,0.3,0.35,0.812085999990813,2.2,"exp2",0,-0.1,0,0.75,1.2,0.9,-0.3,-0.25,0.1
"p302","up_down_width","initial",37,4,4,0.492291799979284,0.9,0.55,0.4,0.4,0.727709400001913,3.25,"exp2",0,-0.15,0,0.727272727272727,2.2,1.6,-0.6,-0.272727272727273,0.15
"p302","up_down_width","match",38,5,5,0.621558399987407,0.675,0.25,0.2,0.45,1.44474579999223,2.95,"exp2",0,-0.0499999999999999,0,0.8,1.25,1,-0.25,-0.2,0.0499999999999999
"p302","up_down_width","match",39,3,3,0.477643099962734,1.8,0.25,0.2,0.55,2.05828080000356,3.85,"exp2",0,-0.0499999999999999,0,0.8,0.75,0.6,-0.15,-0.2,0.0499999999999999
"p302","up_down_width","initial",40,3,3,0.474170400004368,1.1,0.25,0.15,0.45,1.60662149998825,2.45,"exp2",0,-0.0999999999999999,0,0.6,0.75,0.45,-0.3,-0.4,0.0999999999999999
"p302","up_down_width","match",41,4,4,0.494732700055465,0.783333333333333,0.25,0.15,0.4,1.28970360005042,2.6,"exp2",0,-0.0999999999999999,0,0.6,1,0.6,-0.4,-0.4,0.0999999999999999
"p302","up_down_width","match",42,4,4,0.729440600029193,0.6,0.55,0.5,0.25,1.45117960002972,2.35,"exp2",0,-0.0500000000000001,0,0.909090909090909,2.2,2,-0.2,-0.0909090909090911,0.0500000000000001
"p302","up_down_width","match",43,3,3,0.584371999953873,1.4,0.25,0.2,0.3,0.976923400012311,3.05,"exp2",0,-0.05,0,0.8,0.75,0.6,-0.15,-0.2,0.05
"p302","up_down_width","match",44,3,3,0.742198600026313,1.4,0.55,0.5,0.2,1.46429790003458,3.35,"exp2",0,-0.0500000000000001,0,0.909090909090909,1.65,1.5,-0.15,-0.0909090909090911,0.0500000000000001
"p302","up_down_width","match",45,4,4,0.534372400026768,0.466666666666667,0.25,0.2,0.55,1.96767199999886,1.65,"exp2",0,-0.0499999999999999,0,0.8,1,0.8,-0.2,-0.2,0.0499999999999999
"p302","up_down_width","initial",46,3,3,0.429453300021123,1.1,0.55,0.5,0.25,1.22684989997651,2.75,"exp2",0,-0.0500000000000001,0,0.909090909090909,1.65,1.5,-0.15,-0.0909090909090911,0.0500000000000001
"p302","up_down_width","match",47,3,3,0.56176690000575,2.2,0.55,0.55,0.55,1.11485319997882,4.95,"exp2",0,0,0,1,1.65,1.65,0,0,0
"p302","up_down_width","match",48,3,3,0.416931200015824,1.8,0.55,0.5,0.5,0.656314499967266,4.15,"exp2",0,-0.05,0,0.909090909090909,1.65,1.5,-0.15,-0.090909090909091,0.05
"p302","up_down_width","initial",49,5,5,1.16609180002706,0.9,0.25,0.3,0.55,1.56733910000185,3.85,"exp2",0,0.05,0,1.2,1.25,1.5,0.25,0.2,0.05
"p302","up_down_width","initial",50,3,3,1.04297060001409,0.7,0.55,0.4,0.4,0.761744900024496,1.95,"exp2",0,-0.15,0,0.727272727272727,1.65,1.2,-0.45,-0.272727272727273,0.15
"p302","up_down_width","initial",51,4,3,0.49880529998336,1.1,0.25,0.3,0.5,1.42306589998771,3.55,"exp2",-1,0.05,-0.25,1.2,1,0.9,-0.0999999999999999,0.2,0.05
"p302","up_down_width","initial",52,4,4,0.646267499949317,0.7,0.4,0.4,0.45,0.781115100020543,2.5,"exp2",0,0,0,1,1.6,1.6,0,0,0
"p302","up_down_width","match",1,5,4,0.53254059999017,0.675,0.4,0.35,0.4,1.39040790003492,3.1,"exp2",-1,-0.05,-0.2,0.875,2,1.4,-0.6,-0.125,0.05
"p302","up_down_width","match",2,3,3,0.514249500003643,1.475,0.25,0.2,0.45,1.5653226999566,3.2,"exp2",0,-0.0499999999999999,0,0.8,0.75,0.6,-0.15,-0.2,0.0499999999999999
"p302","up_down_width","match",3,3,4,0.386972799955402,1.4,0.55,0.3,0.3,1.04094820003957,3.35,"exp2",1,-0.25,0.333333333333333,0.545454545454545,1.65,1.2,-0.45,-0.454545454545455,0.25
"p302","up_down_width","match",4,3,3,0.345519500027876,1.4,0.25,0.25,0.3,0.84280270000454,3.05,"exp2",0,0,0,1,0.75,0.75,0,0,0
"p302","up_down_width","initial",5,4,4,0.587604900007136,0.9,0.55,0.45,0.2,1.42741180001758,3.25,"exp2",0,-0.1,0,0.818181818181818,2.2,1.8,-0.4,-0.181818181818182,0.1
"p302","up_down_width","initial",6,3,3,0.522951200022362,0.7,0.25,0.2,0.25,0.741679399972782,1.65,"exp2",0,-0.05,0,0.8,0.75,0.6,-0.15,-0.2,0.05
"p302","up_down_width","initial",7,5,5,0.654870399972424,0.7,0.4,0.3,0.35,0.707536200003233,3.2,"exp2",0,-0.1,0,0.75,2,1.5,-0.5,-0.25,0.1
"p302","up_down_width","match",8,3,3,0.388313200033735,2.2,0.4,0.3,0.25,1.1863139999914,4.8,"exp2",0,-0.1,0,0.75,1.2,0.9,-0.3,-0.25,0.1
"p302","up_down_width","initial",9,3,3,0.395017900038511,1.1,0.4,0.35,0.25,0.969181600026786,2.6,"exp2",0,-0.05,0,0.875,1.2,1.05,-0.15,-0.125,0.05
"p302","up_down_width","match",10,4,4,0.635826599958818,0.6,0.55,0.55,0.55,1.18468049995136,2.35,"exp2",0,0,0,1,2.2,2.2,0,0,0
"p302","up_down_width","match",11,5,4,0.889788500033319,0.525,0.25,0.25,0.45,1.31590639997739,2.35,"exp2",-1,5.55111512312578e-17,-0.2,1,1.25,1,-0.25,2.22044604925031e-16,5.55111512312578e-17
"p302","up_down_width","initial",12,5,5,0.689249899995048,1.1,0.4,0.35,0.3,0.884205599955749,4.8,"exp2",0,-0.05,0,0.875,2,1.75,-0.25,-0.125,0.05
"p302","up_down_width","match",13,5,5,0.942836000001989,0.825,0.25,0.2,0.55,2.27968410000904,3.55,"exp2",0,-0.0499999999999999,0,0.8,1.25,1,-0.25,-0.2,0.0499999999999999
"p302","up_down_width","initial",14,3,3,0.553699199983384,0.9,0.55,0.5,0.25,1.36213179997867,2.35,"exp2",0,-0.0500000000000001,0,0.909090909090909,1.65,1.5,-0.15,-0.0909090909090911,0.0500000000000001
"p302","up_down_width","initial",15,3,3,0.526305999956094,0.7,0.55,0.5,0.55,0.905275500030257,1.95,"exp2",0,-0.05,0,0.909090909090909,1.65,1.5,-0.15,-0.090909090909091,0.05
"p302","up_down_width","initial",16,5,5,0.525606399984099,1.1,0.55,0.45,0.4,0.80689569999231,4.95,"exp2",0,-0.1,0,0.818181818181818,2.75,2.25,-0.5,-0.181818181818182,0.1
"p302","up_down_width","match",17,4,3,0.680372599978,0.466666666666667,0.4,0.25,0.3,0.747593300009612,1.8,"exp2",-1,-0.15,-0.25,0.625,1.6,0.75,-0.85,-0.375,0.15
"p302","up_down_width","match",18,3,3,0.488048199971672,1.8,0.4,0.25,0.3,0.786339699989185,4,"exp2",0,-0.15,0,0.625,1.2,0.75,-0.45,-0.375,0.15
"p302","up_down_width","match",19,4,3,0.912943500035908,0.466666666666667,0.25,0.2,0.4,1.29192419996252,1.65,"exp2",-1,-0.0499999999999999,-0.25,0.8,1,0.6,-0.4,-0.2,0.0499999999999999
"p302","up_down_width","initial",20,5,5,0.702400799957104,1.1,0.25,0.15,0.3,1.56819140003063,4.65,"exp2",0,-0.1,0,0.6,1.25,0.75,-0.5,-0.4,0.1
"p302","up_down_width","match",21,5,4,0.709167400025763,0.825,0.55,0.4,0.45,0.824138599971775,3.85,"exp2",-1,-0.15,-0.2,0.727272727272727,2.75,1.6,-1.15,-0.272727272727273,0.15
"p302","up_down_width","initial",22,5,4,0.701284999959171,0.9,0.25,0.2,0.2,0.73602380004013,3.85,"exp2",-1,-0.05,-0.2,0.8,1.25,0.8,-0.45,-0.2,0.05
"p302","up_down_width","match",23,4,3,0.548113400000148,0.733333333333333,0.25,0.2,0.55,2.6363017000258,2.45,"exp2",-1,-0.0499999999999999,-0.25,0.8,1,0.6,-0.4,-0.2,0.0499999999999999
"p302","up_down_width","initial",24,3,3,0.463470999966376,1.1,0.25,0.2,0.35,1.21306709997589,2.45,"exp2",0,-0.05,0,0.8,0.75,0.6,-0.15,-0.2,0.05
"p302","up_down_width","match",25,4,4,0.703887599986047,0.6,0.4,0.3,0.35,1.29867869999725,2.2,"exp2",0,-0.1,0,0.75,1.6,1.2,-0.4,-0.25,0.1
"p302","up_down_width","match",26,3,3,0.373715300054755,1.8,0.55,0.4,0.35,0.901310499990359,4.15,"exp2",0,-0.15,0,0.727272727272727,1.65,1.2,-0.45,-0.272727272727273,0.15
"p302","up_down_width","match",27,5,4,0.563574300031178,0.8625,0.25,0.2,0.2,0.79553569998825,3.7,"exp2",-1,-0.05,-0.2,0.8,1.25,0.8,-0.45,-0.2,0.05
"p302","up_down_width","initial",28,5,4,0.515957800031174,0.7,0.55,0.45,0.55,0.974081100022886,3.35,"exp2",-1,-0.1,-0.2,0.818181818181818,2.75,1.8,-0.95,-0.181818181818182,0.1
"p302","up_down_width","initial",29,5,4,0.569073499995284,0.7,0.25,0.3,0.4,1.23417949996656,3.05,"exp2",-1,0.05,-0.2,1.2,1.25,1.2,-0.0499999999999998,0.2,0.05
"p302","up_down_width","initial",30,4,4,0.451749800005928,0.7,0.4,0.4,0.45,1.00827679998474,2.5,"exp2",0,0,0,1,1.6,1.6,0,0,0
"p302","up_down_width","initial",31,4,4,0.442924900038633,1.1,0.4,0.4,0.5,1.2092638000031,3.7,"exp2",0,0,0,1,1.6,1.6,0,0,0
"p302","up_down_width","match",32,4,3,0.602328500011936,0.733333333333333,0.55,0.4,0.45,0.72147569997469,2.75,"exp2",-1,-0.15,-0.25,0.727272727272727,2.2,1.2,-1,-0.272727272727273,0.15
"p302","up_down_width","match",33,3,3,0.439558600017335,2.2,0.55,0.5,0.55,1.04511449998245,4.95,"exp2",0,-0.05,0,0.909090909090909,1.65,1.5,-0.15,-0.090909090909091,0.05
"p302","up_down_width","initial",34,3,3,0.440607200027443,0.9,0.4,0.35,0.4,0.660844199999701,2.2,"exp2",0,-0.05,0,0.875,1.2,1.05,-0.15,-0.125,0.05
"p302","up_down_width","initial",35,5,5,0.626752200012561,0.9,0.55,0.3,0.3,1.06361539999489,4.15,"exp2",0,-0.25,0,0.545454545454545,2.75,1.5,-1.25,-0.454545454545455,0.25
"p302","up_down_width","match",36,5,4,0.527313000056893,0.675,0.55,0.4,0.35,0.952844700019341,3.25,"exp2",-1,-0.15,-0.2,0.727272727272727,2.75,1.6,-1.15,-0.272727272727273,0.15
"p302","up_down_width","match",37,3,3,0.419847999990452,2.2,0.25,0.15,0.3,0.914292200002819,4.65,"exp2",0,-0.1,0,0.6,0.75,0.45,-0.3,-0.4,0.1
"p302","up_down_width","initial",38,4,4,0.714400400058366,0.7,0.25,0.35,0.5,1.94968379999045,2.35,"exp2",0,0.1,0,1.4,1,1.4,0.4,0.4,0.1
"p302","up_down_width","match",39,3,3,0.416296799958218,1.8,0.25,0.15,0.2,0.846965399978217,3.85,"exp2",0,-0.1,0,0.6,0.75,0.45,-0.3,-0.4,0.1
"p302","up_down_width","initial",40,4,3,0.746855299978051,0.7,0.55,0.5,0.5,0.892690300010145,2.65,"exp2",-1,-0.05,-0.25,0.909090909090909,2.2,1.5,-0.7,-0.090909090909091,0.05
"p302","up_down_width","initial",41,3,3,0.43107599997893,1.1,0.55,0.45,0.2,1.78968039999017,2.75,"exp2",0,-0.1,0,0.818181818181818,1.65,1.35,-0.3,-0.181818181818182,0.1
"p302","up_down_width","match",42,5,4,0.475734799983911,0.525,0.4,0.25,0.25,2.55188430001726,2.5,"exp2",-1,-0.15,-0.2,0.625,2,1,-1,-0.375,0.15
"p302","up_down_width","match",43,4,3,0.895117599982768,0.783333333333333,0.25,0.15,0.2,0.971630799991544,2.6,"exp2",-1,-0.1,-0.25,0.6,1,0.45,-0.55,-0.4,0.1
"p302","up_down_width","initial",44,4,4,0.586112399992999,0.9,0.4,0.35,0.4,0.882068600039929,3.1,"exp2",0,-0.05,0,0.875,1.6,1.4,-0.2,-0.125,0.05
"p302","up_down_width","initial",45,3,3,0.438368500035722,0.7,0.4,0.35,0.2,1.28235830005724,1.8,"exp2",0,-0.05,0,0.875,1.2,1.05,-0.15,-0.125,0.05
"p302","up_down_width","initial",46,5,4,0.496895199990831,0.9,0.4,0.35,0.5,1.03659180004615,4,"exp2",-1,-0.05,-0.2,0.875,2,1.4,-0.6,-0.125,0.05
"p302","up_down_width","match",47,5,4,0.453643299988471,0.675,0.25,0.25,0.55,1.82691820000764,2.95,"exp2",-1,5.55111512312578e-17,-0.2,1,1.25,1,-0.25,2.22044604925031e-16,5.55111512312578e-17
