amount_p,posx1_p,posx2_p,posx3_p,posx4_p,posx5_p,center_to_center_p,edge_to_edge_p,w_p,stim_lengt_p,eccentricity_p,line1_p,line2_p,line3_p,line4_p,line5_p,amount,posx1,posx2,posx3,posx4,posx5,center_to_center,edge_to_edge,w,stim_length,eccentricity,trial_type,deg_to_pix_index,posx1_in_pix,posx2_in_pix,posx3_in_pix,posx4_in_pix,posx5_in_pix,line1,line2,line3,line4,line5,posx,setsize_cobdi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,first.thisRepN,first.thisTrialN,first.thisN,first.thisIndex,second.thisRepN,second.thisTrialN,second.thisN,second.thisIndex,thisRow.t,notes,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,response,starting_width_deg,response_width_degree,response_width_pixel,next_5.keys,next_5.rt,key_resp_4.keys,key_resp_4.rt,text_3.started,text_4.started,key_resp_2.started,text_2.started,key_resp_2.keys,key_resp_2.rt,adjusting.started,next.keys,next.rt,text_control2.started,key_resp.started,key_resp.corr,text_bye.started,text_bye.stopped,participant,age,gender,resp_group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.6591513999738,c,148.09457090008073,,,,,,,,,,,,,,,,,,,,,,,,,p303,21,female,left_right_width,2025-11-16_16h01.03.504,exp1,2023.1.0,59.94488665630131,
4,9.5,9.833333333333334,10.166666666666666,10.5,0,0.33333333333333337,0.23333333333333336,0.1,1.1,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,3,3.0159493000246584,3,0.5,0.15000000000000008,5.40644,return,6.526755300001241,,,,,,,,,,,,,,,,,p303,21,female,left_right_width,2025-11-16_16h01.03.504,exp1,2023.1.0,59.94488665630131,
5,8.6,9.3,10,10.7,11.4,0.7,0.29999999999999993,0.4,3.1999999999999997,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,4,3.4268262000987306,4,0.3,0.25,9.01073,return,13.767858000006527,,,,,,,,,,,,,,,,,p303,21,female,left_right_width,2025-11-16_16h01.03.504,exp1,2023.1.0,59.94488665630131,
5,9.25,9.625,10,10.375,10.75,0.375,0.125,0.25,1.75,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,4,9.236330099985935,4,0.55,0.25000000000000006,9.01073,return,5.810395000036806,,,,,,,,,,,,,,,,,p303,21,female,left_right_width,2025-11-16_16h01.03.504,exp1,2023.1.0,59.94488665630131,
3,9.5,10,10.5,0,0,0.5,0.4,0.1,1.1,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,2,1.6596222999505699,2,0.4,0.10000000000000007,3.60429,return,5.92818360007368,,,,,,,,,,,,,,,,,p303,21,female,left_right_width,2025-11-16_16h01.03.504,exp1,2023.1.0,59.94488665630131,
3,8.2,10,11.8,0,0,1.7999999999999998,1.4,0.4,4,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,2,6.647458499995992,2,0.55,0.35000000000000003,12.61502,return,8.79682390007656,,,,,,,,,,,,,,,,,p303,21,female,left_right_width,2025-11-16_16h01.03.504,exp1,2023.1.0,59.94488665630131,
5,9,9.5,10,10.5,11,0.5,0.09999999999999998,0.4,2.4,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,3,12.415680899983272,3,0.45,0.30000000000000004,10.81288,return,8.974865399999544,,,,,,,,,,,,,,,,,p303,21,female,left_right_width,2025-11-16_16h01.03.504,exp1,2023.1.0,59.94488665630131,
4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,3,1.5891287999693304,3,0.55,0.35000000000000003,12.61502,return,8.229004499968141,,,,,,,,,,,,,,,,,p303,21,female,left_right_width,2025-11-16_16h01.03.504,exp1,2023.1.0,59.94488665630131,
4,9.25,9.75,10.25,10.75,0,0.5,0.25,0.25,1.75,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,3,2.2449814999708906,3,0.5,0.30000000000000004,10.81288,return,4.441312400042079,,,,,,,,,,,,,,,,,p303,21,female,left_right_width,2025-11-16_16h01.03.504,exp1,2023.1.0,59.94488665630131,
3,9,10,11,0,0,1,0.9,0.1,2.1,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,2,1.9934933999320492,2,0.4,0.05000000000000007,1.80215,return,5.832420399994589,,,,,,,,,,,,,,,,,p303,21,female,left_right_width,2025-11-16_16h01.03.504,exp1,2023.1.0,59.94488665630131,
