amount_p,posx1_p,posx2_p,posx3_p,posx4_p,posx5_p,center_to_center_p,edge_to_edge_p,w_p,stim_lengt_p,eccentricity_p,line1_p,line2_p,line3_p,line4_p,line5_p,amount,posx1,posx2,posx3,posx4,posx5,center_to_center,edge_to_edge,w,stim_length,eccentricity,trial_type,deg_to_pix_index,posx1_in_pix,posx2_in_pix,posx3_in_pix,posx4_in_pix,posx5_in_pix,line1,line2,line3,line4,line5,posx,setsize_cobdi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,first.thisRepN,first.thisTrialN,first.thisN,first.thisIndex,second.thisRepN,second.thisTrialN,second.thisN,second.thisIndex,thisRow.t,notes,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,response,starting_width_deg,response_width_degree,response_width_pixel,next_5.keys,next_5.rt,key_resp_4.keys,key_resp_4.rt,text_3.started,text_4.started,key_resp_2.started,text_2.started,key_resp_2.keys,key_resp_2.rt,adjusting.started,next.keys,next.rt,text_control2.started,key_resp.started,key_resp.corr,text_bye.started,text_bye.stopped,participant,age,gender,resp_group,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.85,0.25,2.45,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,0,0,0,0,0,46,46,2,,,,,,,,,,,,,,3,1.66586,3,0.4,0.2,7.20859,return,1.3750351,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.55,0.25,3.85,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,0,0,0,0,0,47,47,49,,,,,,,,,,,,,,3,1.1038753,3,0.35,0.25,9.01073,return,2.1459938,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.65,0.25,3.85,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,0,0,0,0,0,48,48,48,,,,,,,,,,,,,,5,1.3278235,5,0.3,0.2,7.20859,return,1.5444251,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.45,0.25,1.65,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,0,0,0,0,0,49,49,7,,,,,,,,,,,,,,3,1.3849894,3,0.5,0.2,7.20859,return,1.743152,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,0,0,0,0,0,50,50,46,,,,,,,,,,,,,,5,2.1716996,5,0.2,0.4,14.41717,return,1.7463874,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.35,9.175,10,10.825,11.65,0.825,0.575,0.25,3.55,10,match,36.05,301,331,361,390,420,9,9,9,9,9,,,,,,,0,0,0,0,0,51,51,20,,,,,,,,,,,,,,5,1.4066287,5,0.5,0.25,9.01073,return,2.5493881,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.907801,1001.907801,1001.907801,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.7,0.4,2.6,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,0,0,4,,,,,,,,,,,,,,3,1.4565914,3,0.35,0.35,12.61502,return,2.228955,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.35,0.55,3.25,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,1,0,1,0,0,1,1,28,,,,,,,,,,,,,,4,1.7298474,4,0.25,0.55,19.82361,return,1.7252519,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.35,9.175,10,10.825,11.65,0.825,0.575,0.25,3.55,10,match,36.05,301,331,361,390,420,9,9,9,9,9,,,,,,,1,0,1,0,0,2,2,20,,,,,,,,,,,,,,5,1.4606315,5,0.45,0.2,7.20859,return,1.8175311,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.3,9.766666667,10.23333333,10.7,0,0.466666667,0.216666667,0.25,1.65,10,match,36.05,335,352,369,386,0,9,9,9,9,0,,,,,,,1,0,1,0,0,3,3,8,,,,,,,,,,,,,,4,1.1871988,4,0.35,0.2,7.20859,return,1.3799325,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.3,9.766666667,10.23333333,10.7,0,0.466666667,0.066666667,0.4,1.8,10,match,36.05,335,352,369,386,0,9,9,9,9,0,,,,,,,1,0,1,0,0,4,4,10,,,,,,,,,,,,,,5,1.0600024,5,0.2,0.3,10.81288,return,1.5278328,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.9,9.633333333,10.36666667,11.1,0,0.733333333,0.483333333,0.25,2.45,10,match,36.05,321,347,374,400,0,9,9,9,9,0,,,,,,,1,0,1,0,0,5,5,3,,,,,,,,,,,,,,4,1.1211611,4,0.55,0.25,9.01073,return,3.5876214,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,1,0,1,0,0,6,6,32,,,,,,,,,,,,,,5,1.5205695,5,0.5,0.3,10.81288,return,1.9551429,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.95,0.25,4.65,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,7,7,37,,,,,,,,,,,,,,3,1.0940068,3,0.4,0.25,9.01073,return,1.5456091,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.7,0.4,4.8,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,1,0,1,0,0,8,8,38,,,,,,,,,,,,,,5,1.6763915,5,0.3,0.35,12.61502,return,1.9611691,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.425,0.25,2.95,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,1,0,1,0,0,9,9,31,,,,,,,,,,,,,,5,1.2653511,5,0.5,0.25,9.01073,return,1.5342304,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.85,0.25,3.55,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,1,0,1,0,0,10,10,19,,,,,,,,,,,,,,4,1.3297342,4,0.45,0.2,7.20859,return,1.4684435,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.55,0.55,4.95,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,1,0,1,0,0,11,11,34,,,,,,,,,,,,,,5,1.2786215,5,0.45,0.35,12.61502,return,1.7219031,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.55,0.25,3.85,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,12,12,49,,,,,,,,,,,,,,3,1.1805882,3,0.3,0.2,7.20859,return,0.8917653,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.3,0.4,2.5,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,1,0,1,0,0,13,13,26,,,,,,,,,,,,,,5,1.3723414,5,0.5,0.35,12.61502,return,1.1239632,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.4,0.4,4,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,14,14,51,,,,,,,,,,,,,,3,1.3056553,3,0.4,0.5,18.02146,return,1.1082696,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.65,0.25,2.05,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,15,15,13,,,,,,,,,,,,,,3,1.2797513,3,0.35,0.2,7.20859,return,1.0365497,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.45,0.25,3.05,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,1,0,1,0,0,16,16,42,,,,,,,,,,,,,,5,2.1160128,5,0.35,0.2,7.20859,return,1.615178,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.15,0.55,1.95,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,17,17,6,,,,,,,,,,,,,,3,1.163228,3,0.45,0.45,16.21932,return,1.0997345,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,1,0,1,0,0,18,18,46,,,,,,,,,,,,,,6,1.2898327,6,0.3,0.45,16.21932,return,2.6773627,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.25,0.55,4.15,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,19,19,47,,,,,,,,,,,,,,3,1.340639,3,0.2,0.6,21.62576,return,2.1829753,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.95,9.475,10,10.525,11.05,0.525,0.275,0.25,2.35,10,match,36.05,323,342,361,379,398,9,9,9,9,9,,,,,,,1,0,1,0,0,20,20,25,,,,,,,,,,,,,,6,2.3382605,6,0.35,0.2,7.20859,return,1.3956579,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.15,0.55,3.35,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,1,0,1,0,0,21,21,40,,,,,,,,,,,,,,5,1.3938499,5,0.55,0.45,16.21932,return,2.96994,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.5,0.4,4,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,1,0,1,0,0,22,22,50,,,,,,,,,,,,,,5,1.9718893,5,0.25,0.45,16.21932,return,1.5563122,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.3,0.4,1.8,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,23,23,9,,,,,,,,,,,,,,3,1.1805054,3,0.45,0.4,14.41717,return,1.1965452,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.95,9.475,10,10.525,11.05,0.525,0.125,0.4,2.5,10,match,36.05,323,342,361,379,398,9,9,9,9,9,,,,,,,1,0,1,0,0,24,24,27,,,,,,,,,,,,,,5,1.3158643,5,0.45,0.3,10.81288,return,1.2473085,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,0.85,0.55,3.35,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,25,25,41,,,,,,,,,,,,,,3,1.3977118,3,0.35,0.6,21.62576,return,1.7405603,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.8,0.4,4.8,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,26,26,39,,,,,,,,,,,,,,3,1.1878205,3,0.3,0.4,14.41717,return,2.1321381,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.2,0.4,2.2,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,1,0,1,0,0,27,27,16,,,,,,,,,,,,,,5,1.7242302,5,0.35,0.4,14.41717,return,1.8943929,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.65,0.25,3.85,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,1,0,1,0,0,28,28,48,,,,,,,,,,,,,,5,2.1471683,5,0.3,0.15,5.40644,return,1.0846856,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.65,0.25,2.95,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,1,0,1,0,0,29,29,30,,,,,,,,,,,,,,4,1.1851099,4,0.4,0.2,7.20859,return,1.2326839,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.7,0.4,3.7,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,1,0,1,0,0,30,30,21,,,,,,,,,,,,,,4,1.313914,4,0.25,0.4,14.41717,return,1.2431685,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.35,0.25,2.05,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,1,0,1,0,0,31,31,14,,,,,,,,,,,,,,4,1.2436499,4,0.3,0.2,7.20859,return,1.0965895,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.45,0.25,2.35,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,1,0,1,0,0,32,32,24,,,,,,,,,,,,,,4,1.2851552,4,0.25,0.15,5.40644,return,0.9132537,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.825,9.608333333,10.39166667,11.175,0,0.783333333,0.533333333,0.25,2.6,10,match,36.05,318,346,375,403,0,9,9,9,9,0,,,,,,,1,0,1,0,0,33,33,5,,,,,,,,,,,,,,5,2.0224041,5,0.2,0.15,5.40644,return,0.8996817,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.525,10,11.475,0,0,1.475,1.225,0.25,3.2,10,match,36.05,307,361,414,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,34,34,45,,,,,,,,,,,,,,3,1.5936777,3,0.45,0.2,7.20859,return,1.6727213,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,35,35,11,,,,,,,,,,,,,,3,1.2718757,3,0.2,0.45,16.21932,return,2.3724349,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.05,0.55,2.35,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,1,0,1,0,0,36,36,12,,,,,,,,,,,,,,4,1.551038,4,0.2,0.5,18.02146,return,3.0864509,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.275,9.1375,10,10.8625,11.725,0.8625,0.6125,0.25,3.7,10,match,36.05,298,329,361,392,423,9,9,9,9,9,,,,,,,1,0,1,0,0,37,37,22,,,,,,,,,,,,,,5,1.4688311,5,0.4,0.2,7.20859,return,1.2809843,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.85,0.25,4.65,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,1,0,1,0,0,38,38,36,,,,,,,,,,,,,,5,1.2154107,5,0.35,0.2,7.20859,return,1.7258993,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,1.15,0.25,3.05,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,39,39,43,,,,,,,,,,,,,,3,1.0732833,3,0.25,0.2,7.20859,return,1.445025,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.125,0.55,3.25,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,1,0,1,0,0,40,40,29,,,,,,,,,,,,,,5,1.4658213,5,0.25,0.45,16.21932,return,2.76623,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.15,0.55,2.65,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,1,0,1,0,0,41,41,23,,,,,,,,,,,,,,4,1.2016058,4,0.35,0.6,21.62576,return,1.4884229,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.85,0.25,2.45,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,42,42,2,,,,,,,,,,,,,,3,1.6719023,3,0.25,0.15,5.40644,return,0.7874768,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.65,0.55,4.95,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,43,43,35,,,,,,,,,,,,,,3,1.2225429,3,0.45,0.6,21.62576,return,1.3018613,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.45,0.25,1.65,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,44,44,7,,,,,,,,,,,,,,3,1.3998776,3,0.25,0.15,5.40644,return,0.895275,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.35,9.175,10,10.825,11.65,0.825,0.275,0.55,3.85,10,match,36.05,301,331,361,390,420,9,9,9,9,9,,,,,,,1,0,1,0,0,45,45,18,,,,,,,,,,,,,,5,1.5411561,5,0.45,0.5,18.02146,return,0.9341737,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.9,9.633333333,10.36666667,11.1,0,0.733333333,0.183333333,0.55,2.75,10,match,36.05,321,347,374,400,0,9,9,9,9,0,,,,,,,1,0,1,0,0,46,46,1,,,,,,,,,,,,,,4,1.1926926,4,0.2,0.5,18.02146,return,1.8160967,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.5,0.4,2.2,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,47,47,15,,,,,,,,,,,,,,3,1.3282035,3,0.55,0.45,16.21932,return,1.5457432,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.55,0.55,2.75,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,1,0,1,0,0,48,48,0,,,,,,,,,,,,,,3,1.3174773,3,0.55,0.65,23.4279,return,1.4399676,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.3,0.4,3.2,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,1,0,1,0,0,49,49,44,,,,,,,,,,,,,,6,1.5223501,6,0.25,0.4,14.41717,return,1.8926245,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.55,0.55,3.85,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,1,0,1,0,0,50,50,17,,,,,,,,,,,,,,5,2.059201,5,0.2,0.5,18.02146,return,1.8160072,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.275,0.4,3.1,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,1,0,1,0,0,51,51,33,,,,,,,,,,,,,,6,1.7785753,6,0.35,0.4,14.41717,return,1.1465505,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.557768,1277.557768,1277.557768,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.275,0.4,3.1,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,2,0,2,0,0,0,0,33,,,,,,,,,,,,,,6,1.3313223,6,0.55,0.35,12.61502,return,2.3805552,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.8,0.4,4.8,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,1,1,39,,,,,,,,,,,,,,3,0.9972058,3,0.3,0.3,10.81288,return,2.5082805,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.05,0.55,2.35,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,2,0,2,0,0,2,2,12,,,,,,,,,,,,,,4,1.1466892,4,0.4,0.55,19.82361,return,1.0672384,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.525,10,11.475,0,0,1.475,1.225,0.25,3.2,10,match,36.05,307,361,414,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,3,3,45,,,,,,,,,,,,,,3,0.9647886,3,0.4,0.2,7.20859,return,1.5326333,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.25,0.55,4.15,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,4,4,47,,,,,,,,,,,,,,3,1.0921394,3,0.55,0.55,19.82361,return,0.9994789,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
