amount_p,posx1_p,posx2_p,posx3_p,posx4_p,posx5_p,center_to_center_p,edge_to_edge_p,w_p,stim_lengt_p,eccentricity_p,line1_p,line2_p,line3_p,line4_p,line5_p,amount,posx1,posx2,posx3,posx4,posx5,center_to_center,edge_to_edge,w,stim_length,eccentricity,trial_type,deg_to_pix_index,posx1_in_pix,posx2_in_pix,posx3_in_pix,posx4_in_pix,posx5_in_pix,line1,line2,line3,line4,line5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,response,starting_width_deg,starting_space_deg,response_width_degree,response_spacing_degree,response_width_pixel,response_spacing_pixel,next_5.keys,next_5.rt,key_resp_4.keys,key_resp_4.rt,text_3.started,text_4.started,key_resp_2.started,participant,age,gender,resp_group,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.65,0.25,2.95,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,3,0,3,0,0,26,26,30,,,,num_4,1.6142824,num_4,0.45,0.7,0.25,0.5,9.55138,19.10275,return,7.0969494,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,3,0,3,0,0,27,27,46,,,,num_4,1.6089498,num_4,0.35,1,0.7,1.1,26.74385,42.02605,return,6.0694024,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.85,0.25,2.45,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,3,0,3,0,0,28,28,2,,,,num_2,1.6468868,num_2,0.2,1,0.2,3.6,7.6411,137.53981,return,5.803826,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.525,10,11.475,0,0,1.475,1.225,0.25,3.2,10,match,36.05,307,361,414,0,0,9,9,9,0,0,,,,,3,0,3,0,0,29,29,45,,,,num_2,1.0851325,num_2,0.55,1,0.15,2.8,5.73083,106.97541,return,6.0601678,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,9.3,9.766666667,10.23333333,10.7,0,0.466666667,0.066666667,0.4,1.8,10,match,36.05,335,352,369,386,0,9,9,9,9,0,,,,,3,0,3,0,0,30,30,10,,,,num_2,1.7863253,num_2,0.4,0.8,0.6,0.8,22.9233,30.5644,return,10.4610914,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.425,0.25,2.95,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,3,0,3,0,0,31,31,31,,,,num_5,0.9632202,num_5,0.25,1.3,0.2,0.65,7.6411,24.83358,return,7.4465854,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.95,9.475,10,10.525,11.05,0.525,0.125,0.4,2.5,10,match,36.05,323,342,361,379,398,9,9,9,9,9,,,,,3,0,3,0,0,32,32,27,,,,num_4,1.0130976,num_4,0.3,0.9,0.45,0.6,17.19248,22.9233,return,2.2313729,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.35,0.55,3.25,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,3,0,3,0,0,33,33,28,,,,num_4,1.1562549,num_4,0.3,1.3,0.5,0.8,19.10275,30.5644,return,3.6208687,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.55,0.55,3.85,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,3,0,3,0,0,34,34,17,,,,num_4,1.0457354,num_4,0.25,0.9,0.7,0.9,26.74385,34.38495,return,3.1083885,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.5,0.4,2.2,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,3,0,3,0,0,35,35,15,,,,num_3,1.0621909,num_3,0.35,1.3,0.6,1,22.9233,38.2055,return,3.220287,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.15,0.55,1.95,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,3,0,3,0,0,36,36,6,,,,num_2,0.9826539,num_2,0.55,1.2,0.85,1,32.47468,38.2055,return,6.8904651,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.9,9.633333333,10.36666667,11.1,0,0.733333333,0.483333333,0.25,2.45,10,match,36.05,321,347,374,400,0,9,9,9,9,0,,,,,3,0,3,0,0,37,37,3,,,,num_3,1.2764792,num_3,0.4,1,0.1,0.85,3.82055,32.47468,return,2.9997799,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.3,0.4,1.8,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,3,0,3,0,0,38,38,9,,,,num_3,1.3621573,num_3,0.2,0.9,0.5,0.6,19.10275,22.9233,return,5.1758019,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.45,0.25,3.05,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,3,0,3,0,0,39,39,42,,,,num_4,0.9102428,num_4,0.3,0.3,0.1,0.7,3.82055,26.74385,return,3.5559424,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.35,0.25,2.05,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,3,0,3,0,0,40,40,14,,,,num_4,0.9555743,num_4,0.5,0.6,0.1,0.9,3.82055,34.38495,return,4.9899799,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.7,0.4,3.7,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,3,0,3,0,0,41,41,21,,,,num_4,0.9411885,num_4,0.4,0.9,0.4,1.6,15.2822,61.12881,return,2.4061965,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.65,0.55,4.95,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,3,0,3,0,0,42,42,35,,,,num_3,1.679411,num_3,0.2,0.7,0.45,2.55,17.19248,97.42404,return,8.4424452,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.95,9.475,10,10.525,11.05,0.525,0.275,0.25,2.35,10,match,36.05,323,342,361,379,398,9,9,9,9,9,,,,,3,0,3,0,0,43,43,25,,,,num_4,1.2508072,num_4,0.35,1,0.35,0.7,13.37193,26.74385,return,7.6112426,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.7,0.4,4.8,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,3,0,3,0,0,44,44,38,,,,num_5,1.0258081,num_5,0.25,1.3,0.35,0.9,13.37193,34.38495,return,3.0608145,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.85,0.25,4.65,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,3,0,3,0,0,45,45,36,,,,num_5,0.9428893,num_5,0.2,0.4,0.15,1.1,5.73083,42.02605,return,7.0960534,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.35,9.175,10,10.825,11.65,0.825,0.575,0.25,3.55,10,match,36.05,301,331,361,390,420,9,9,9,9,9,,,,,3,0,3,0,0,46,46,20,,,,num_5,1.0206371,num_5,0.3,0.6,0.15,0.95,5.73083,36.29523,return,4.0749138,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.7,0.4,2.6,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,3,0,3,0,0,47,47,4,,,,num_3,0.8895851,num_3,0.3,1.2,0.45,1.05,17.19248,40.11578,return,3.8712429,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.55,0.55,2.75,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,3,0,3,0,0,48,48,0,,,,num_3,0.7542692,num_3,0.5,0.9,0.5,1.3,19.10275,49.66716,return,2.6554991,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.275,9.1375,10,10.8625,11.725,0.8625,0.6125,0.25,3.7,10,match,36.05,298,329,361,392,423,9,9,9,9,9,,,,,3,0,3,0,0,49,49,22,,,,num_4,0.9564215,num_4,0.3,1.3,0.15,0.7,5.73083,26.74385,return,2.8610874,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.4,0.4,4,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,3,0,3,0,0,50,50,51,,,,num_3,1.0608995,num_3,0.55,1.1,0.3,1.85,11.46165,70.68018,return,4.7941679,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.45,0.25,2.35,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,3,0,3,0,0,51,51,24,,,,num_3,1.0828516,num_3,0.35,0.5,0.15,1.6,5.73083,61.12881,return,5.407215,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,3088.146158,3088.146158,3088.146158,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.65,0.25,2.95,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,4,0,4,0,0,0,0,30,,,,num_4,2.4290881,num_4,0.4,0.7,0.2,1,7.6411,38.2055,return,3.2671021,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.95,0.25,4.65,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,4,0,4,0,0,1,1,37,,,,num_3,0.8964954,num_3,0.55,0.7,0.2,1.9,7.6411,72.59046,return,7.7550455,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.275,0.4,3.1,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,4,0,4,0,0,2,2,33,,,,num_4,0.8084499,num_4,0.35,1.1,0.6,0.9,22.9233,34.38495,return,7.6067641,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.4,0.4,4,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,4,0,4,0,0,3,3,51,,,,num_3,0.9260492,num_3,0.5,1.3,0.3,1.65,11.46165,63.03908,return,3.9595186,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,9.3,9.766666667,10.23333333,10.7,0,0.466666667,0.216666667,0.25,1.65,10,match,36.05,335,352,369,386,0,9,9,9,9,0,,,,,4,0,4,0,0,4,4,8,,,,num_3,1.6701427,num_3,0.55,0.7,0.3,0.55,11.46165,21.01303,return,3.2828613,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.35,0.55,3.25,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,4,0,4,0,0,5,5,28,,,,num_3,0.995155,num_3,0.2,0.6,0.4,0.85,15.2822,32.47468,return,8.6494218,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,1.15,0.25,3.05,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,4,0,4,0,0,6,6,43,,,,num_3,0.8236882,num_3,0.45,0.5,0.25,1.4,9.55138,53.48771,return,6.5975382,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.15,0.55,3.35,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,4,0,4,0,0,7,7,40,,,,num_4,0.9124283,num_4,0.55,0.6,0.7,0.8,26.74385,30.5644,return,3.6046064,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.275,9.1375,10,10.8625,11.725,0.8625,0.6125,0.25,3.7,10,match,36.05,298,329,361,392,423,9,9,9,9,9,,,,,4,0,4,0,0,8,8,22,,,,num_4,0.9242379,num_4,0.35,0.4,0.1,1.2,3.82055,45.8466,return,3.1737748,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.85,0.25,2.45,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,4,0,4,0,0,9,9,2,,,,num_3,0.799218799,num_3,0.4,1.1,0.25,1.1,9.55138,42.02605,return,1.6554236,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.25,0.55,4.15,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,4,0,4,0,0,10,10,47,,,,num_2,0.9766026,num_2,0.3,1.6,0.75,2.2,28.65413,84.05211,return,3.9765478,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.425,0.25,2.95,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,4,0,4,0,0,11,11,31,,,,num_4,0.8605664,num_4,0.2,1.2,0.2,0.6,7.6411,22.9233,return,2.8691038,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.55,0.55,4.95,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,4,0,4,0,0,12,12,34,,,,num_5,1.1449675,num_5,0.3,0.9,0.75,1.15,28.65413,43.93633,return,5.5941895,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,4,0,4,0,0,13,13,46,,,,num_5,1.2236941,num_5,0.45,0.6,0.6,0.95,22.9233,36.29523,return,3.0098218,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.35,0.25,2.05,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,4,0,4,0,0,14,14,14,,,,num_3,0.8460424,num_3,0.55,1.3,0.25,0.85,9.55138,32.47468,return,4.827424,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.85,0.25,3.55,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,4,0,4,0,0,15,15,19,,,,num_4,1.187363,num_4,0.45,1.2,0.1,0.6,3.82055,22.9233,return,4.1763956,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.125,0.55,3.25,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,4,0,4,0,0,16,16,29,,,,num_4,1.1447145,num_4,0.55,0.9,0.85,1,32.47468,38.2055,return,4.1624422,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.525,10,11.475,0,0,1.475,1.225,0.25,3.2,10,match,36.05,307,361,414,0,0,9,9,9,0,0,,,,,4,0,4,0,0,17,17,45,,,,num_3,0.9249255,num_3,0.55,0.8,0.1,0.95,3.82055,36.29523,return,3.5737222,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.8,0.4,4.8,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,4,0,4,0,0,18,18,39,,,,num_3,1.1185155,num_3,0.5,0.6,0.2,2.9,7.6411,110.79596,return,8.6358659,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.45,0.25,1.65,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,4,0,4,0,0,19,19,7,,,,num_3,1.1203335,num_3,0.4,1,0.1,0.65,3.82055,24.83358,return,4.3967562,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,9.3,9.766666667,10.23333333,10.7,0,0.466666667,0.066666667,0.4,1.8,10,match,36.05,335,352,369,386,0,9,9,9,9,0,,,,,4,0,4,0,0,20,20,10,,,,num_2,1.5415251,num_2,0.3,1.4,0.7,1,26.74385,38.2055,return,9.0147699,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.15,0.55,1.95,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,4,0,4,0,0,21,21,6,,,,num_2,0.91304,num_2,0.45,0.6,0.9,1.1,34.38495,42.02605,return,4.053632,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.3,0.4,3.2,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,4,0,4,0,0,22,22,44,,,,num_4,1.0091101,num_4,0.3,1.3,0.65,0.9,24.83358,34.38495,return,4.6304637,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,4,0,4,0,0,23,23,32,,,,num_4,0.951304,num_4,0.3,1.2,0.45,0.7,17.19248,26.74385,return,8.9429509,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.5,0.4,4,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,4,0,4,0,0,24,24,50,,,,num_5,1.1162857,num_5,0.4,1.1,0.4,0.75,15.2822,28.65413,return,2.7108947,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.65,0.25,2.05,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,4,0,4,0,0,25,25,13,,,,num_3,1.3808603,num_3,0.35,0.9,0.15,0.65,5.73083,24.83358,return,2.7912738,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.35,9.175,10,10.825,11.65,0.825,0.575,0.25,3.55,10,match,36.05,301,331,361,390,420,9,9,9,9,9,,,,,4,0,4,0,0,26,26,20,,,,num_4,0.8698969,num_4,0.2,0.8,0.15,0.7,5.73083,26.74385,return,5.9937081,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,4,0,4,0,0,27,27,11,,,,num_2,1.0383515,num_2,0.3,1,0.65,1.4,24.83358,53.48771,return,4.0308062,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.9,9.633333333,10.36666667,11.1,0,0.733333333,0.183333333,0.55,2.75,10,match,36.05,321,347,374,400,0,9,9,9,9,0,,,,,4,0,4,0,0,28,28,1,,,,num_3,1.0519496,num_3,0.2,0.5,0.7,1,26.74385,38.2055,return,5.8048906,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.55,0.25,3.85,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,4,0,4,0,0,29,29,49,,,,num_3,1.0943478,num_3,0.4,1.2,0.1,1.55,3.82055,59.21853,return,5.9737745,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.65,0.55,4.95,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,4,0,4,0,0,30,30,35,,,,num_3,0.9071125,num_3,0.3,0.5,0.7,2.25,26.74385,85.96238,return,11.4880483,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.7,0.4,3.7,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,4,0,4,0,0,31,31,21,,,,num_3,2.6824848,num_3,0.4,1.3,0.25,1.65,9.55138,63.03908,return,3.3219314,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.3,0.4,1.8,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,4,0,4,0,0,32,32,9,,,,num_3,1.351859,num_3,0.2,0.8,0.2,0.5,7.6411,19.10275,return,2.3474754,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.95,9.475,10,10.525,11.05,0.525,0.125,0.4,2.5,10,match,36.05,323,342,361,379,398,9,9,9,9,9,,,,,4,0,4,0,0,33,33,27,,,,num_4,1.3790401,num_4,0.5,0.7,0.3,0.5,11.46165,19.10275,return,3.5576756,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.825,9.608333333,10.39166667,11.175,0,0.783333333,0.533333333,0.25,2.6,10,match,36.05,318,346,375,403,0,9,9,9,9,0,,,,,4,0,4,0,0,34,34,5,,,,num_3,0.9571353,num_3,0.45,0.7,0.15,0.85,5.73083,32.47468,return,3.1675291,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.55,0.55,3.85,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,4,0,4,0,0,35,35,17,,,,num_4,0.8457655,num_4,0.55,1.1,0.4,1.6,15.2822,61.12881,return,5.2726153,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.15,0.55,2.65,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,4,0,4,0,0,36,36,23,,,,num_3,1.4491497,num_3,0.25,0.6,0.6,0.85,22.9233,32.47468,return,6.2020469,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.7,0.4,2.6,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,4,0,4,0,0,37,37,4,,,,num_3,6.0354821,num_3,0.3,0.9,0.4,1.05,15.2822,40.11578,return,4.6730182,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.65,0.25,3.85,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,4,0,4,0,0,38,38,48,,,,num_4,1.1350066,num_4,0.3,0.9,0.1,1.4,3.82055,53.48771,return,2.7677488,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.45,0.25,3.05,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,4,0,4,0,0,39,39,42,,,,num_4,0.9550552,num_4,0.5,1,0.2,0.6,7.6411,22.9233,return,3.4724107,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,0.85,0.55,3.35,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,4,0,4,0,0,40,40,41,,,,num_3,0.8696575,num_3,0.3,0.9,0.7,1.4,26.74385,53.48771,return,5.4372329,,,,,,703,20,male,left_right_width,2024-05-14_09h36.14.190,exp1,2023.1.0,60.14433428
