amount_p,posx1_p,posx2_p,posx3_p,posx4_p,posx5_p,center_to_center_p,edge_to_edge_p,w_p,stim_lengt_p,eccentricity_p,line1_p,line2_p,line3_p,line4_p,line5_p,amount,posx1,posx2,posx3,posx4,posx5,center_to_center,edge_to_edge,w,stim_length,eccentricity,trial_type,deg_to_pix_index,posx1_in_pix,posx2_in_pix,posx3_in_pix,posx4_in_pix,posx5_in_pix,line1,line2,line3,line4,line5,posx,setsize_cobdi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,first.thisRepN,first.thisTrialN,first.thisN,first.thisIndex,second.thisRepN,second.thisTrialN,second.thisN,second.thisIndex,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,response,starting_width_deg,starting_space_deg,response_width_degree,response_spacing_degree,response_width_pixel,response_spacing_pixel,next_5.keys,next_5.rt,key_resp_4.keys,key_resp_4.rt,text_3.started,text_4.started,key_resp_2.started,text_2.started,key_resp_2.keys,key_resp_2.rt,adjusting.started,next.keys,next.rt,text_control2.started,key_resp.started,key_resp.corr,text_bye.started,text_bye.stopped,participant,age,gender,resp_group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.12462180003058,c,601.9383250999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,22,female,up_down_width,2024-05-23_13h39.13.701,exp1,2023.1.0,60.02008271188822,
3,8.2,10,11.8,0,0,1.7999999999999998,1.4,0.4,4,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,num_2,8.888213200028986,num_2,0.2,1.0,0.35,1.2,13.37193,45.8466,return,9.363983499992173,,,,,,,,,,,,,,,,,709,22,female,up_down_width,2024-05-23_13h39.13.701,exp1,2023.1.0,60.02008271188822,
4,9.5,9.833333333333334,10.166666666666666,10.5,0,0.33333333333333337,0.23333333333333336,0.1,1.1,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,num_3,1.982692199992016,num_3,0.2,0.6,0.2,0.65,7.6411,24.83358,return,3.197859600011725,,,,,,,,,,,,,,,,,709,22,female,up_down_width,2024-05-23_13h39.13.701,exp1,2023.1.0,60.02008271188822,
5,9,9.5,10,10.5,11,0.5,0.09999999999999998,0.4,2.4,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,num_4,1.6014349000179209,num_4,0.35,1.2,0.35,0.5,13.37193,19.10275,return,4.622521999990568,,,,,,,,,,,,,,,,,709,22,female,up_down_width,2024-05-23_13h39.13.701,exp1,2023.1.0,60.02008271188822,
4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,num_4,3.193435499968473,num_4,0.2,0.9,0.2,0.9,7.6411,34.38495,return,1.9301332000177354,,,,,,,,,,,,,,,,,709,22,female,up_down_width,2024-05-23_13h39.13.701,exp1,2023.1.0,60.02008271188822,
3,9,10,11,0,0,1,0.9,0.1,2.1,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,num_3,2.7420647999970242,num_3,0.3,1.2,0.3,1.35,11.46165,51.57743,return,5.19039140001405,,,,,,,,,,,,,,,,,709,22,female,up_down_width,2024-05-23_13h39.13.701,exp1,2023.1.0,60.02008271188822,
5,9.25,9.625,10,10.375,10.75,0.375,0.125,0.25,1.75,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,num_3,2.366007200034801,num_3,0.3,1.1,0.3,0.5,11.46165,19.10275,return,3.918220299994573,,,,,,,,,,,,,,,,,709,22,female,up_down_width,2024-05-23_13h39.13.701,exp1,2023.1.0,60.02008271188822,
5,8.6,9.3,10,10.7,11.4,0.7,0.29999999999999993,0.4,3.1999999999999997,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,num_5,1.1480407999479212,num_5,0.25,1.1,0.25,0.4,9.55138,15.2822,return,8.348861300037242,,,,,,,,,,,,,,,,,709,22,female,up_down_width,2024-05-23_13h39.13.701,exp1,2023.1.0,60.02008271188822,
4,9.25,9.75,10.25,10.75,0,0.5,0.25,0.25,1.75,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,num_4,1.2659879000275396,num_4,0.2,0.4,0.2,0.6,7.6411,22.9233,return,1.9018300999887288,,,,,,,,,,,,,,,,,709,22,female,up_down_width,2024-05-23_13h39.13.701,exp1,2023.1.0,60.02008271188822,
3,9.5,10,10.5,0,0,0.5,0.4,0.1,1.1,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,num_3,0.9277378999977373,num_3,0.5,0.8,0.5,0.85,19.10275,32.47468,return,2.5483276000013575,,,,,,,,,,,,,,,,,709,22,female,up_down_width,2024-05-23_13h39.13.701,exp1,2023.1.0,60.02008271188822,
