"","amount_p","posx1_p","posx2_p","posx3_p","posx4_p","posx5_p","center_to_center_p","edge_to_edge_p","w_p","stim_lengt_p","eccentricity_p","line1_p","line2_p","line3_p","line4_p","line5_p","amount","posx1","posx2","posx3","posx4","posx5","center_to_center","edge_to_edge","w","stim_length","eccentricity","trial_type","deg_to_pix_index","posx1_in_pix","posx2_in_pix","posx3_in_pix","posx4_in_pix","posx5_in_pix","line1","line2","line3","line4","line5","posx","setsize_cobdi","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","loop.thisRepN","loop.thisTrialN","loop.thisN","loop.thisIndex","first.thisRepN","first.thisTrialN","first.thisN","first.thisIndex","second.thisRepN","second.thisTrialN","second.thisN","second.thisIndex","key_resp_3.started","key_resp_3.keys","key_resp_3.rt","key_resp.keys","key_resp.rt","response","starting_width_deg","starting_space_deg","response_width_degree","response_spacing_degree","response_width_pixel","response_spacing_pixel","next_5.keys","next_5.rt","key_resp_4.keys","key_resp_4.rt","text_3.started","text_4.started","key_resp_2.started","text_2.started","key_resp_2.keys","key_resp_2.rt","adjusting.started","next.keys","next.rt","text_control2.started","key_resp.started","key_resp.corr","text_bye.started","text_bye.stopped","participant","age","gender","resp_group","date","expName","psychopyVersion","frameRate","...100"
"215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.3,10,10.7,0,0,0.7,0.45,0.25,1.65,10,"initial",36.05,335,361,386,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,3,0,3,0,0,44,44,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.02207169999019,"num_2",0.2,0.8,0.35,0.8,13.37193,30.5644,"return",1.8910271999921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,"initial",36.05,328,361,393,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,3,0,3,0,0,45,45,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.12982020000345,"num_2",0.4,0.8,0.65,1,24.83358,38.2055,"return",3.67478380000102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.95,9.65,10.35,11.05,0,0.7,0.45,0.25,2.35,10,"initial",36.05,323,348,373,398,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,3,0,3,0,0,46,46,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.0937588000088,"num_3",0.4,0.7,0.25,0.7,9.55138,26.74385,"return",3.26778870000271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.6,9.3,10,10.7,11.4,0.7,0.45,0.25,3.05,10,"initial",36.05,310,335,361,386,411,9,9,9,9,9,NA,NA,NA,NA,NA,NA,3,0,3,0,0,47,47,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",1.17530229999102,"num_4",0.5,1.3,0.3,1,11.46165,38.2055,"return",5.98750819999259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.1,10,10.9,0,0,0.9,0.65,0.25,2.05,10,"initial",36.05,328,361,393,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,3,0,3,0,0,48,48,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.61450479998894,"num_2",0.3,0.6,0.25,1.1,9.55138,42.02605,"return",3.69369169999845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.9,10,11.1,0,0,1.1,0.85,0.25,2.45,10,"initial",36.05,321,361,400,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,3,0,3,0,0,49,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",0.944750599999679,"num_2",0.4,0.8,0.25,1.8,9.55138,68.76991,"return",4.40608159999829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.2,10,11.8,0,0,1.8,1.25,0.55,4.15,10,"match",36.05,296,361,425,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,3,0,3,0,0,50,50,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.11429230000067,"num_2",0.55,0.8,0.55,1.7,21.01303,64.94936,"return",4.50217560000601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.2,10,11.8,0,0,1.8,1.55,0.25,3.85,10,"match",36.05,296,361,425,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,3,0,3,0,0,51,51,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.01417880000372,"num_2",0.25,1.6,0.25,2.5,9.55138,95.51376,"return",3.57540119999612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2873.508524,2873.508524,2873.508524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.3,9.76666666666667,10.2333333333333,10.7,0,0.466666666666667,0.0666666666666667,0.4,1.8,10,"match",36.05,335,352,369,386,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.60612749999564,"num_3",0.3,0.7,0.6,0.8,22.9233,30.5644,"return",4.62547579999955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.275,9.1375,10,10.8625,11.725,0.8625,0.6125,0.25,3.7,10,"match",36.05,298,329,361,392,423,9,9,9,9,9,NA,NA,NA,NA,NA,NA,4,0,4,0,0,1,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",3.67906090000179,"num_4",0.25,0.5,0.25,0.7,9.55138,26.74385,"return",2.85724379999738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.2,10,11.8,0,0,1.8,1.55,0.25,3.85,10,"match",36.05,296,361,425,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,2,2,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.439375499991,"num_2",0.3,0.6,0.25,1.5,9.55138,57.30826,"return",4.31917389998853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.8,8.9,10,11.1,12.2,1.1,0.55,0.55,4.95,10,"initial",36.05,281,321,361,400,440,9,9,9,9,9,NA,NA,NA,NA,NA,NA,4,0,4,0,0,3,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",3.43845100000908,"num_4",0.25,0.7,0.4,0.8,15.2822,30.5644,"return",2.99292530000093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,"initial",36.05,296,328,361,393,425,9,9,9,9,9,NA,NA,NA,NA,NA,NA,4,0,4,0,0,4,4,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",2.18458250000549,"num_4",0.35,0.9,0.6,0.9,22.9233,34.38495,"return",2.09066549999989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.3,10,10.7,0,0,0.7,0.15,0.55,1.95,10,"initial",36.05,335,361,386,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.04946429999836,"num_2",0.2,1.6,0.55,0.7,21.01303,26.74385,"return",6.23438540000643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.6,10,11.4,0,0,1.4,0.85,0.55,3.35,10,"match",36.05,310,361,411,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,6,6,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.04236700000183,"num_2",0.2,1.6,0.5,0.8,19.10275,30.5644,"return",5.16954469999473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.2,9.1,10,10.9,11.8,0.9,0.65,0.25,3.85,10,"initial",36.05,296,328,361,393,425,9,9,9,9,9,NA,NA,NA,NA,NA,NA,4,0,4,0,0,7,7,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",2.44825889999629,"num_4",0.4,1.1,0.2,1,7.6411,38.2055,"return",3.00183179999294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.1,10,10.9,0,0,0.9,0.65,0.25,2.05,10,"initial",36.05,328,361,393,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,8,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.0514661000052,"num_2",0.45,0.8,0.3,0.8,11.46165,30.5644,"return",2.23398109999835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.95,9.65,10.35,11.05,0,0.7,0.3,0.4,2.5,10,"initial",36.05,323,348,373,398,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,9,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.7355641000031,"num_3",0.4,0.7,0.35,0.7,13.37193,26.74385,"return",3.58066200000758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.65,9.325,10,10.675,11.35,0.675,0.125,0.55,3.25,10,"match",36.05,312,336,361,385,409,9,9,9,9,9,NA,NA,NA,NA,NA,NA,4,0,4,0,0,10,10,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.89734129999124,"num_3",0.25,0.6,0.55,0.65,21.01303,24.83358,"return",4.16824719999568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.65,9.55,10.45,11.35,0,0.9,0.35,0.55,3.25,10,"initial",36.05,312,344,377,409,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,11,11,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.35872629999358,"num_3",0.3,1.3,0.8,1.05,30.5644,40.11578,"return",7.97463840000273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.6,9.3,10,10.7,11.4,0.7,0.45,0.25,3.05,10,"initial",36.05,310,335,361,386,411,9,9,9,9,9,NA,NA,NA,NA,NA,NA,4,0,4,0,0,12,12,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.24001190000854,"num_3",0.45,0.5,0.3,0.75,11.46165,28.65413,"return",6.91855159998522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.1,9.7,10.3,10.9,0,0.6,0.2,0.4,2.2,10,"match",36.05,328,350,371,393,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,13,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.26614809999592,"num_3",0.2,0.4,0.35,0.5,13.37193,19.10275,"return",2.61918139999034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.6,9.3,10,10.7,11.4,0.7,0.3,0.4,3.2,10,"initial",36.05,310,335,361,386,411,9,9,9,9,9,NA,NA,NA,NA,NA,NA,4,0,4,0,0,14,14,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",2.23265629999514,"num_4",0.3,1.1,0.4,0.7,15.2822,26.74385,"return",2.89114289999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.9,9.63333333333333,10.3666666666667,11.1,0,0.733333333333333,0.183333333333333,0.55,2.75,10,"match",36.05,321,347,374,400,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,15,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.13397389999591,"num_3",0.4,0.7,0.55,0.75,21.01303,28.65413,"return",2.34984039999836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7.8,10,12.2,0,0,2.2,1.8,0.4,4.8,10,"match",36.05,281,361,440,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,16,16,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.10294529999373,"num_3",0.45,1.3,0.35,1.6,13.37193,61.12881,"return",5.69385879999027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.3,10,10.7,0,0,0.7,0.3,0.4,1.8,10,"initial",36.05,335,361,386,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,17,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.17584149999311,"num_2",0.4,0.8,0.4,1,15.2822,38.2055,"return",3.03876299998956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.3,10,10.7,0,0,0.7,0.45,0.25,1.65,10,"initial",36.05,335,361,386,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,18,18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.4184588999924,"num_2",0.4,1,0.35,0.7,13.37193,26.74385,"return",3.64899380000134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.35,9.45,10.55,11.65,0,1.1,0.85,0.25,3.55,10,"initial",36.05,301,341,380,420,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,19,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.06434249998711,"num_3",0.3,0.7,0.2,1.05,7.6411,40.11578,"return",6.75982099999965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,"initial",36.05,312,344,377,409,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,20,20,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.05064029998903,"num_2",0.3,1.6,0.35,1.4,13.37193,53.48771,"return",9.13421469999594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.9,10,11.1,0,0,1.1,0.7,0.4,2.6,10,"initial",36.05,321,361,400,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,21,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.08266179998463,"num_2",0.55,1.4,0.55,1.4,21.01303,53.48771,"return",1.11818600000697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.35,9.175,10,10.825,11.65,0.825,0.575,0.25,3.55,10,"match",36.05,301,331,361,390,420,9,9,9,9,9,NA,NA,NA,NA,NA,NA,4,0,4,0,0,22,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",2.25414990000718,"num_4",0.45,1.2,0.25,1.1,9.55138,42.02605,"return",2.49329999998736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.65,9.55,10.45,11.35,0,0.9,0.65,0.25,2.95,10,"initial",36.05,312,344,377,409,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,23,23,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.28101459999743,"num_3",0.45,1.1,0.25,1.1,9.55138,42.02605,"return",2.09008930000709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,"initial",36.05,328,361,393,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,24,24,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",0.966286799986847,"num_2",0.2,1.4,0.6,0.8,22.9233,30.5644,"return",6.44782869999472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.35,9.45,10.55,11.65,0,1.1,0.7,0.4,3.7,10,"initial",36.05,301,341,380,420,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,25,25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.26969060000556,"num_3",0.5,0.6,0.5,0.95,19.10275,36.29523,"return",2.84554399999615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.6,10,11.4,0,0,1.4,1.15,0.25,3.05,10,"match",36.05,310,361,411,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,26,26,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.13790669999435,"num_2",0.25,1,0.35,1.4,13.37193,53.48771,"return",3.31190850000712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.95,9.65,10.35,11.05,0,0.7,0.15,0.55,2.65,10,"initial",36.05,323,348,373,398,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,27,27,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.03256330000295,"num_3",0.2,1.3,0.55,0.65,21.01303,24.83358,"return",6.25120060000336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.1,9.7,10.3,10.9,0,0.6,0.05,0.55,2.35,10,"match",36.05,328,350,371,393,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,28,28,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.381212399996,"num_3",0.2,1.2,0.8,0.85,30.5644,32.47468,"return",7.51363490000949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.825,9.60833333333333,10.3916666666667,11.175,0,0.783333333333333,0.533333333333333,0.25,2.6,10,"match",36.05,318,346,375,403,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,4,0,4,0,0,29,29,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.15610649999871,"num_3",0.3,0.7,0.25,0.95,9.55138,36.29523,"return",3.58326039998792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
